source language,target language,engine name
gom,jv,Google
gom,ka,Google
gom,kk,Google
gom,km,Google
gom,kn,Google
gom,ko,Google
gom,ku,Google
gom,ky,Google
gom,la,Google
gom,lb,Google
gom,lg,Google
gom,ln,Google
gom,lo,Google
gom,lt,Google
gom,lv,Google
gom,mai,Google
gom,mg,Google
gom,mi,Google
gom,mk,Google
gom,ml,Google
gom,mn,Google
gom,mni,Google
gom,mr,Google
gom,ms,Google
gom,mt,Google
gom,my,Google
gom,ne,Google
gom,nl,Google
gom,no,Google
gom,nso,Google
gom,ny,Google
gom,om,Google
gom,or,Google
gom,pa,Google
gom,pl,Google
gom,ps,Google
gom,pt,Google
gom,qu,Google
gom,ro,Google
gom,ru,Google
gom,rw,Google
gom,sa,Google
gom,sd,Google
gom,sh,Google
gom,si,Google
gom,simple,Google
gom,sk,Google
gom,sl,Google
gom,sm,Google
gom,sn,Google
gom,so,Google
gom,sq,Google
gom,sr,Google
gom,st,Google
gom,su,Google
gom,sv,Google
gom,sw,Google
gom,ta,Google
gom,te,Google
gom,tg,Google
gom,th,Google
gom,ti,Google
gom,tk,Google
gom,tl,Google
gom,tr,Google
gom,ts,Google
gom,tt,Google
gom,tw,Google
gom,ug,Google
gom,uk,Google
gom,ur,Google
gom,uz,Google
gom,vi,Google
gom,wuu,Google
gom,xh,Google
gom,yi,Google
gom,yo,Google
gom,yue,Google
gom,zh,Google
gom,zu,Google
gu,af,Google
gu,am,Google
gu,ar,Google
gu,arz,Google
gu,as,Google
gu,ay,Google
gu,az,Google
gu,be,Google
gu,be-tarask,Google
gu,bg,Google
gu,bho,Google
gu,bm,Google
gu,bn,Google
gu,bs,Google
gu,ca,Google
gu,ceb,Google
gu,ckb,Google
gu,co,Google
gu,cs,Google
gu,cy,Google
gu,da,Google
gu,de,Google
gu,dv,Google
gu,ee,Google
gu,el,Google
gu,en,Google
gu,eo,Google
gu,es,Google
gu,et,Google
gu,eu,Google
gu,fa,Google
gu,fi,Google
gu,fr,Google
gu,fy,Google
gu,ga,Google
gu,gan,Google
gu,gd,Google
gu,gl,Google
gu,gn,Google
gu,gom,Google
gu,ha,Google
gu,haw,Google
gu,he,Google
gu,hi,Google
gu,hr,Google
gu,ht,Google
gu,hu,Google
gu,hy,Google
gu,id,Google
gu,ig,Google
gu,ilo,Google
gu,is,Google
gu,it,Google
gu,ja,Google
gu,jv,Google
gu,ka,Google
gu,kk,Google
gu,km,Google
gu,kn,Google
gu,ko,Google
gu,ku,Google
gu,ky,Google
gu,la,Google
gu,lb,Google
gu,lg,Google
gu,ln,Google
gu,lo,Google
gu,lt,Google
gu,lv,Google
gu,mai,Google
gu,mg,Google
gu,mi,Google
gu,mk,Google
gu,ml,Google
gu,mn,Google
gu,mni,Google
gu,mr,Google
gu,ms,Google
gu,mt,Google
gu,my,Google
gu,ne,Google
gu,nl,Google
gu,no,Google
gu,nso,Google
gu,ny,Google
gu,om,Google
gu,or,Google
gu,pa,Google
gu,pl,Google
gu,ps,Google
gu,pt,Google
gu,qu,Google
gu,ro,Google
gu,ru,Google
gu,rw,Google
gu,sa,Google
gu,sd,Google
gu,sh,Google
gu,si,Google
gu,simple,Google
gu,sk,Google
gu,sl,Google
gu,sm,Google
gu,sn,Google
gu,so,Google
gu,sq,Google
gu,sr,Google
gu,st,Google
gu,su,Google
gu,sv,Google
gu,sw,Google
gu,ta,Google
gu,te,Google
gu,tg,Google
gu,th,Google
gu,ti,Google
gu,tk,Google
gu,tl,Google
gu,tr,Google
gu,ts,Google
gu,tt,Google
gu,tw,Google
gu,ug,Google
gu,uk,Google
gu,ur,Google
gu,uz,Google
gu,vi,Google
gu,wuu,Google
gu,xh,Google
gu,yi,Google
gu,yo,Google
gu,yue,Google
gu,zh,Google
gu,zu,Google
ha,af,Google
ha,am,Google
ha,ar,Google
ha,arz,Google
ha,as,Google
ha,ay,Google
ha,az,Google
ha,be,Google
ha,be-tarask,Google
ha,bg,Google
ha,bho,Google
ha,bm,Google
ha,bn,Google
ha,bs,Google
ha,ca,Google
ha,ceb,Google
ha,ckb,Google
ha,co,Google
ha,cs,Google
ha,cy,Google
ha,da,Google
ha,de,Google
ha,dv,Google
ha,ee,Google
ha,el,Google
ha,en,Google
ha,eo,Google
ha,es,Google
ha,et,Google
ha,eu,Google
ha,fa,Google
ha,fi,Google
ha,fr,Google
ha,fy,Google
ha,ga,Google
ha,gan,Google
ha,gd,Google
ha,gl,Google
ha,gn,Google
ha,gom,Google
ha,gu,Google
ha,haw,Google
ha,he,Google
ha,hi,Google
ha,hr,Google
ha,ht,Google
ha,hu,Google
ha,hy,Google
ha,id,Google
ha,ig,Google
ha,ilo,Google
ha,is,Google
ha,it,Google
ha,ja,Google
ha,jv,Google
ha,ka,Google
ha,kk,Google
ha,km,Google
ha,kn,Google
ha,ko,Google
ha,ku,Google
ha,ky,Google
ha,la,Google
ha,lb,Google
ha,lg,Google
ha,ln,Google
ha,lo,Google
ha,lt,Google
ha,lv,Google
ha,mai,Google
ha,mg,Google
ha,mi,Google
ha,mk,Google
ha,ml,Google
ha,mn,Google
ha,mni,Google
ha,mr,Google
ha,ms,Google
ha,mt,Google
ha,my,Google
ha,ne,Google
ha,nl,Google
ha,no,Google
ha,nso,Google
ha,ny,Google
ha,om,Google
ha,or,Google
ha,pa,Google
ha,pl,Google
ha,ps,Google
ha,pt,Google
ha,qu,Google
ha,ro,Google
ha,ru,Google
ha,rw,Google
ha,sa,Google
ha,sd,Google
ha,sh,Google
ha,si,Google
ha,simple,Google
ha,sk,Google
ha,sl,Google
ha,sm,Google
ha,sn,Google
ha,so,Google
ha,sq,Google
ha,sr,Google
ha,st,Google
ha,su,Google
ha,sv,Google
ha,sw,Google
ha,ta,Google
ha,te,Google
ha,tg,Google
ha,th,Google
ha,ti,Google
ha,tk,Google
ha,tl,Google
ha,tr,Google
ha,ts,Google
ha,tt,Google
ha,tw,Google
ha,ug,Google
ha,uk,Google
ha,ur,Google
ha,uz,Google
ha,vi,Google
ha,wuu,Google
ha,xh,Google
ha,yi,Google
ha,yo,Google
ha,yue,Google
ha,zh,Google
ha,zu,Google
haw,af,Google
haw,am,Google
haw,ar,Google
haw,arz,Google
haw,as,Google
haw,ay,Google
haw,az,Google
haw,be,Google
haw,be-tarask,Google
haw,bg,Google
haw,bho,Google
haw,bm,Google
haw,bn,Google
haw,bs,Google
haw,ca,Google
haw,ceb,Google
haw,ckb,Google
haw,co,Google
haw,cs,Google
haw,cy,Google
haw,da,Google
haw,de,Google
haw,dv,Google
haw,ee,Google
haw,el,Google
haw,en,Google
haw,eo,Google
haw,es,Google
haw,et,Google
haw,eu,Google
haw,fa,Google
haw,fi,Google
haw,fr,Google
haw,fy,Google
haw,ga,Google
haw,gan,Google
haw,gd,Google
haw,gl,Google
haw,gn,Google
haw,gom,Google
haw,gu,Google
haw,ha,Google
haw,he,Google
haw,hi,Google
haw,hr,Google
haw,ht,Google
haw,hu,Google
haw,hy,Google
haw,id,Google
haw,ig,Google
haw,ilo,Google
haw,is,Google
haw,it,Google
haw,ja,Google
haw,jv,Google
haw,ka,Google
haw,kk,Google
haw,km,Google
haw,kn,Google
haw,ko,Google
haw,ku,Google
haw,ky,Google
haw,la,Google
haw,lb,Google
haw,lg,Google
haw,ln,Google
haw,lo,Google
haw,lt,Google
haw,lv,Google
haw,mai,Google
haw,mg,Google
haw,mi,Google
haw,mk,Google
haw,ml,Google
haw,mn,Google
haw,mni,Google
haw,mr,Google
haw,ms,Google
haw,mt,Google
haw,my,Google
haw,ne,Google
haw,nl,Google
haw,no,Google
haw,nso,Google
haw,ny,Google
haw,om,Google
haw,or,Google
haw,pa,Google
haw,pl,Google
haw,ps,Google
haw,pt,Google
haw,qu,Google
haw,ro,Google
haw,ru,Google
haw,rw,Google
haw,sa,Google
haw,sd,Google
haw,sh,Google
haw,si,Google
haw,simple,Google
haw,sk,Google
haw,sl,Google
haw,sm,Google
haw,sn,Google
haw,so,Google
haw,sq,Google
haw,sr,Google
haw,st,Google
haw,su,Google
haw,sv,Google
haw,sw,Google
haw,ta,Google
haw,te,Google
haw,tg,Google
haw,th,Google
haw,ti,Google
haw,tk,Google
haw,tl,Google
haw,tr,Google
haw,ts,Google
haw,tt,Google
haw,tw,Google
haw,ug,Google
haw,uk,Google
haw,ur,Google
haw,uz,Google
haw,vi,Google
haw,wuu,Google
haw,xh,Google
haw,yi,Google
haw,yo,Google
haw,yue,Google
haw,zh,Google
haw,zu,Google
he,af,Google
he,am,Google
he,ar,Google
he,arz,Google
he,as,Google
he,ay,Google
he,az,Google
he,be,Google
he,be-tarask,Google
he,bg,Google
he,bho,Google
he,bm,Google
he,bn,Google
he,bs,Google
he,ca,Google
he,ceb,Google
he,ckb,Google
he,co,Google
he,cs,Google
he,cy,Google
he,da,Google
he,de,Google
he,dv,Google
he,ee,Google
he,el,Google
he,en,Google
he,eo,Google
he,es,Google
he,et,Google
he,eu,Google
he,fa,Google
he,fi,Google
he,fr,Google
he,fy,Google
he,ga,Google
he,gan,Google
he,gd,Google
he,gl,Google
he,gn,Google
he,gom,Google
he,gu,Google
he,ha,Google
he,haw,Google
he,hi,Google
he,hr,Google
he,ht,Google
he,hu,Google
he,hy,Google
he,id,Google
he,ig,Google
he,ilo,Google
he,is,Google
he,it,Google
he,ja,Google
he,jv,Google
he,ka,Google
he,kk,Google
he,km,Google
he,kn,Google
he,ko,Google
he,ku,Google
he,ky,Google
he,la,Google
he,lb,Google
he,lg,Google
he,ln,Google
he,lo,Google
he,lt,Google
he,lv,Google
he,mai,Google
he,mg,Google
he,mi,Google
he,mk,Google
he,ml,Google
he,mn,Google
he,mni,Google
he,mr,Google
he,ms,Google
he,mt,Google
he,my,Google
he,ne,Google
he,nl,Google
he,no,Google
he,nso,Google
he,ny,Google
he,om,Google
he,or,Google
he,pa,Google
he,pl,Google
he,ps,Google
he,pt,Google
he,qu,Google
he,ro,Google
he,ru,Google
he,rw,Google
he,sa,Google
he,sd,Google
he,sh,Google
he,si,Google
he,simple,Google
he,sk,Google
he,sl,Google
he,sm,Google
he,sn,Google
he,so,Google
he,sq,Google
he,sr,Google
he,st,Google
he,su,Google
he,sv,Google
he,sw,Google
he,ta,Google
he,te,Google
he,tg,Google
he,th,Google
he,ti,Google
he,tk,Google
he,tl,Google
he,tr,Google
he,ts,Google
he,tt,Google
he,tw,Google
he,ug,Google
he,uk,Google
he,ur,Google
he,uz,Google
he,vi,Google
he,wuu,Google
he,xh,Google
he,yi,Google
he,yo,Google
he,yue,Google
he,zh,Google
he,zu,Google
hi,af,Google
hi,am,Google
hi,ar,Google
hi,arz,Google
hi,as,Google
hi,ay,Google
hi,az,Google
hi,be,Google
hi,be-tarask,Google
hi,bg,Google
hi,bho,Google
hi,bm,Google
hi,bn,Google
hi,bs,Google
hi,ca,Google
hi,ceb,Google
hi,ckb,Google
hi,co,Google
hi,cs,Google
hi,cy,Google
hi,da,Google
hi,de,Google
hi,dv,Google
hi,ee,Google
hi,el,Google
hi,en,Google
hi,eo,Google
hi,es,Google
hi,et,Google
hi,eu,Google
hi,fa,Google
hi,fi,Google
hi,fr,Google
hi,fy,Google
hi,ga,Google
hi,gan,Google
hi,gd,Google
hi,gl,Google
hi,gn,Google
hi,gom,Google
hi,gu,Google
hi,ha,Google
hi,haw,Google
hi,he,Google
hi,hr,Google
hi,ht,Google
hi,hu,Google
hi,hy,Google
hi,id,Google
hi,ig,Google
hi,ilo,Google
hi,is,Google
hi,it,Google
hi,ja,Google
hi,jv,Google
hi,ka,Google
hi,kk,Google
hi,km,Google
hi,kn,Google
hi,ko,Google
hi,ku,Google
hi,ky,Google
hi,la,Google
hi,lb,Google
hi,lg,Google
hi,ln,Google
hi,lo,Google
hi,lt,Google
hi,lv,Google
hi,mai,Google
hi,mg,Google
hi,mi,Google
hi,mk,Google
hi,ml,Google
hi,mn,Google
hi,mni,Google
hi,mr,Google
hi,ms,Google
hi,mt,Google
hi,my,Google
hi,ne,Google
hi,nl,Google
hi,no,Google
hi,nso,Google
hi,ny,Google
hi,om,Google
hi,or,Google
hi,pa,Google
hi,pl,Google
hi,ps,Google
hi,pt,Google
hi,qu,Google
hi,ro,Google
hi,ru,Google
hi,rw,Google
hi,sa,Google
hi,sd,Google
hi,sh,Google
hi,si,Google
hi,simple,Google
hi,sk,Google
hi,sl,Google
hi,sm,Google
hi,sn,Google
hi,so,Google
hi,sq,Google
hi,sr,Google
hi,st,Google
hi,su,Google
hi,sv,Google
hi,sw,Google
hi,ta,Google
hi,te,Google
hi,tg,Google
hi,th,Google
hi,ti,Google
hi,tk,Google
hi,tl,Google
hi,tr,Google
hi,ts,Google
hi,tt,Google
hi,tw,Google
hi,ug,Google
hi,uk,Google
hi,ur,Google
hi,uz,Google
hi,vi,Google
hi,wuu,Google
hi,xh,Google
hi,yi,Google
hi,yo,Google
hi,yue,Google
hi,zh,Google
hi,zu,Google
hr,af,Google
hr,am,Google
hr,ar,Google
hr,arz,Google
hr,as,Google
hr,ay,Google
hr,az,Google
hr,be,Google
hr,be-tarask,Google
hr,bg,Google
hr,bho,Google
hr,bm,Google
hr,bn,Google
hr,bs,Google
hr,ca,Google
hr,ceb,Google
hr,ckb,Google
hr,co,Google
hr,cs,Google
hr,cy,Google
hr,da,Google
hr,de,Google
hr,dv,Google
hr,ee,Google
hr,el,Google
hr,en,Google
hr,eo,Google
hr,es,Google
hr,et,Google
hr,eu,Google
hr,fa,Google
hr,fi,Google
hr,fr,Google
hr,fy,Google
hr,ga,Google
hr,gan,Google
hr,gd,Google
hr,gl,Google
hr,gn,Google
hr,gom,Google
hr,gu,Google
hr,ha,Google
hr,haw,Google
hr,he,Google
hr,hi,Google
hr,ht,Google
hr,hu,Google
hr,hy,Google
hr,id,Google
hr,ig,Google
hr,ilo,Google
hr,is,Google
hr,it,Google
hr,ja,Google
hr,jv,Google
hr,ka,Google
hr,kk,Google
hr,km,Google
hr,kn,Google
hr,ko,Google
hr,ku,Google
hr,ky,Google
hr,la,Google
hr,lb,Google
hr,lg,Google
hr,ln,Google
hr,lo,Google
hr,lt,Google
hr,lv,Google
hr,mai,Google
hr,mg,Google
hr,mi,Google
hr,mk,Google
hr,ml,Google
hr,mn,Google
hr,mni,Google
hr,mr,Google
hr,ms,Google
hr,mt,Google
hr,my,Google
hr,ne,Google
hr,nl,Google
hr,no,Google
hr,nso,Google
hr,ny,Google
hr,om,Google
hr,or,Google
hr,pa,Google
hr,pl,Google
hr,ps,Google
hr,pt,Google
hr,qu,Google
hr,ro,Google
hr,ru,Google
hr,rw,Google
hr,sa,Google
hr,sd,Google
hr,sh,Google
hr,si,Google
hr,simple,Google
hr,sk,Google
hr,sl,Google
hr,sm,Google
hr,sn,Google
hr,so,Google
hr,sq,Google
hr,sr,Google
hr,st,Google
hr,su,Google
hr,sv,Google
hr,sw,Google
hr,ta,Google
hr,te,Google
hr,tg,Google
hr,th,Google
hr,ti,Google
hr,tk,Google
hr,tl,Google
hr,tr,Google
hr,ts,Google
hr,tt,Google
hr,tw,Google
hr,ug,Google
hr,uk,Google
hr,ur,Google
hr,uz,Google
hr,vi,Google
hr,wuu,Google
hr,xh,Google
hr,yi,Google
hr,yo,Google
hr,yue,Google
hr,zh,Google
hr,zu,Google
ht,af,Google
ht,am,Google
ht,ar,Google
ht,arz,Google
ht,as,Google
ht,ay,Google
ht,az,Google
ht,be,Google
ht,be-tarask,Google
ht,bg,Google
ht,bho,Google
ht,bm,Google
ht,bn,Google
ht,bs,Google
ht,ca,Google
ht,ceb,Google
ht,ckb,Google
ht,co,Google
ht,cs,Google
ht,cy,Google
ht,da,Google
ht,de,Google
ht,dv,Google
ht,ee,Google
ht,el,Google
ht,en,Google
ht,eo,Google
ht,es,Google
ht,et,Google
ht,eu,Google
ht,fa,Google
ht,fi,Google
ht,fr,Google
ht,fy,Google
ht,ga,Google
ht,gan,Google
ht,gd,Google
ht,gl,Google
ht,gn,Google
ht,gom,Google
ht,gu,Google
ht,ha,Google
ht,haw,Google
ht,he,Google
ht,hi,Google
ht,hr,Google
ht,hu,Google
ht,hy,Google
ht,id,Google
ht,ig,Google
ht,ilo,Google
ht,is,Google
ht,it,Google
ht,ja,Google
ht,jv,Google
ht,ka,Google
ht,kk,Google
ht,km,Google
ht,kn,Google
ht,ko,Google
ht,ku,Google
ht,ky,Google
ht,la,Google
ht,lb,Google
ht,lg,Google
ht,ln,Google
ht,lo,Google
ht,lt,Google
ht,lv,Google
ht,mai,Google
ht,mg,Google
ht,mi,Google
ht,mk,Google
ht,ml,Google
ht,mn,Google
ht,mni,Google
ht,mr,Google
ht,ms,Google
ht,mt,Google
ht,my,Google
ht,ne,Google
ht,nl,Google
ht,no,Google
ht,nso,Google
ht,ny,Google
ht,om,Google
ht,or,Google
ht,pa,Google
ht,pl,Google
ht,ps,Google
ht,pt,Google
ht,qu,Google
ht,ro,Google
ht,ru,Google
ht,rw,Google
ht,sa,Google
ht,sd,Google
ht,sh,Google
ht,si,Google
ht,simple,Google
ht,sk,Google
ht,sl,Google
ht,sm,Google
ht,sn,Google
ht,so,Google
ht,sq,Google
ht,sr,Google
ht,st,Google
ht,su,Google
ht,sv,Google
ht,sw,Google
ht,ta,Google
ht,te,Google
ht,tg,Google
ht,th,Google
ht,ti,Google
ht,tk,Google
ht,tl,Google
ht,tr,Google
ht,ts,Google
ht,tt,Google
ht,tw,Google
ht,ug,Google
ht,uk,Google
ht,ur,Google
ht,uz,Google
ht,vi,Google
ht,wuu,Google
ht,xh,Google
ht,yi,Google
ht,yo,Google
ht,yue,Google
ht,zh,Google
ht,zu,Google
hu,af,Google
hu,am,Google
hu,ar,Google
hu,arz,Google
hu,as,Google
hu,ay,Google
hu,az,Google
hu,be,Google
hu,be-tarask,Google
hu,bg,Google
hu,bho,Google
hu,bm,Google
hu,bn,Google
hu,bs,Google
hu,ca,Google
hu,ceb,Google
hu,ckb,Google
hu,co,Google
hu,cs,Google
hu,cy,Google
hu,da,Google
hu,de,Google
hu,dv,Google
hu,ee,Google
hu,el,Google
hu,en,Google
hu,eo,Google
hu,es,Google
hu,et,Google
hu,eu,Google
hu,fa,Google
hu,fi,Google
hu,fr,Google
hu,fy,Google
hu,ga,Google
hu,gan,Google
hu,gd,Google
hu,gl,Google
hu,gn,Google
hu,gom,Google
hu,gu,Google
hu,ha,Google
hu,haw,Google
hu,he,Google
hu,hi,Google
hu,hr,Google
hu,ht,Google
hu,hy,Google
hu,id,Google
hu,ig,Google
hu,ilo,Google
hu,is,Google
hu,it,Google
hu,ja,Google
hu,jv,Google
hu,ka,Google
hu,kk,Google
hu,km,Google
hu,kn,Google
hu,ko,Google
hu,ku,Google
hu,ky,Google
hu,la,Google
hu,lb,Google
hu,lg,Google
hu,ln,Google
hu,lo,Google
hu,lt,Google
hu,lv,Google
hu,mai,Google
hu,mg,Google
hu,mi,Google
hu,mk,Google
hu,ml,Google
hu,mn,Google
hu,mni,Google
hu,mr,Google
hu,ms,Google
hu,mt,Google
hu,my,Google
hu,ne,Google
hu,nl,Google
hu,no,Google
hu,nso,Google
hu,ny,Google
hu,om,Google
hu,or,Google
hu,pa,Google
hu,pl,Google
hu,ps,Google
hu,pt,Google
hu,qu,Google
hu,ro,Google
hu,ru,Google
hu,rw,Google
hu,sa,Google
hu,sd,Google
hu,sh,Google
hu,si,Google
hu,simple,Google
hu,sk,Google
hu,sl,Google
hu,sm,Google
hu,sn,Google
hu,so,Google
hu,sq,Google
hu,sr,Google
hu,st,Google
hu,su,Google
hu,sv,Google
hu,sw,Google
hu,ta,Google
hu,te,Google
hu,tg,Google
hu,th,Google
hu,ti,Google
hu,tk,Google
hu,tl,Google
hu,tr,Google
hu,ts,Google
hu,tt,Google
hu,tw,Google
hu,ug,Google
hu,uk,Google
hu,ur,Google
hu,uz,Google
hu,vi,Google
hu,wuu,Google
hu,xh,Google
hu,yi,Google
hu,yo,Google
hu,yue,Google
hu,zh,Google
hu,zu,Google
hy,af,Google
hy,am,Google
hy,ar,Google
hy,arz,Google
hy,as,Google
hy,ay,Google
hy,az,Google
hy,be,Google
hy,be-tarask,Google
hy,bg,Google
hy,bho,Google
hy,bm,Google
hy,bn,Google
hy,bs,Google
hy,ca,Google
hy,ceb,Google
hy,ckb,Google
hy,co,Google
hy,cs,Google
hy,cy,Google
hy,da,Google
hy,de,Google
hy,dv,Google
hy,ee,Google
hy,el,Google
hy,en,Google
hy,eo,Google
hy,es,Google
hy,et,Google
hy,eu,Google
hy,fa,Google
hy,fi,Google
hy,fr,Google
hy,fy,Google
hy,ga,Google
hy,gan,Google
hy,gd,Google
hy,gl,Google
hy,gn,Google
hy,gom,Google
hy,gu,Google
hy,ha,Google
hy,haw,Google
hy,he,Google
hy,hi,Google
hy,hr,Google
hy,ht,Google
hy,hu,Google
hy,id,Google
hy,ig,Google
hy,ilo,Google
hy,is,Google
hy,it,Google
hy,ja,Google
hy,jv,Google
hy,ka,Google
hy,kk,Google
hy,km,Google
hy,kn,Google
hy,ko,Google
hy,ku,Google
hy,ky,Google
hy,la,Google
hy,lb,Google
hy,lg,Google
hy,ln,Google
hy,lo,Google
hy,lt,Google
hy,lv,Google
hy,mai,Google
hy,mg,Google
hy,mi,Google
hy,mk,Google
hy,ml,Google
hy,mn,Google
hy,mni,Google
hy,mr,Google
hy,ms,Google
hy,mt,Google
hy,my,Google
hy,ne,Google
hy,nl,Google
hy,no,Google
hy,nso,Google
hy,ny,Google
hy,om,Google
hy,or,Google
hy,pa,Google
hy,pl,Google
hy,ps,Google
hy,pt,Google
hy,qu,Google
hy,ro,Google
hy,ru,Google
hy,rw,Google
hy,sa,Google
hy,sd,Google
hy,sh,Google
hy,si,Google
hy,simple,Google
hy,sk,Google
hy,sl,Google
hy,sm,Google
hy,sn,Google
hy,so,Google
hy,sq,Google
hy,sr,Google
hy,st,Google
hy,su,Google
hy,sv,Google
hy,sw,Google
hy,ta,Google
hy,te,Google
hy,tg,Google
hy,th,Google
hy,ti,Google
hy,tk,Google
hy,tl,Google
hy,tr,Google
hy,ts,Google
hy,tt,Google
hy,tw,Google
hy,ug,Google
hy,uk,Google
hy,ur,Google
hy,uz,Google
hy,vi,Google
hy,wuu,Google
hy,xh,Google
hy,yi,Google
hy,yo,Google
hy,yue,Google
hy,zh,Google
hy,zu,Google
id,af,Google
id,am,Google
id,ar,Google
id,arz,Google
id,as,Google
id,ay,Google
id,az,Google
id,be,Google
id,be-tarask,Google
id,bg,Google
id,bho,Google
id,bm,Google
id,bn,Google
id,bs,Google
id,ca,Google
id,ceb,Google
id,ckb,Google
id,co,Google
id,cs,Google
id,cy,Google
id,da,Google
id,de,Google
id,dv,Google
id,ee,Google
id,el,Google
id,en,Google
id,eo,Google
id,es,Google
id,et,Google
id,eu,Google
id,fa,Google
id,fi,Google
id,fr,Google
id,fy,Google
id,ga,Google
id,gan,Google
id,gd,Google
id,gl,Google
id,gn,Google
id,gom,Google
id,gu,Google
id,ha,Google
id,haw,Google
id,he,Google
id,hi,Google
id,hr,Google
id,ht,Google
id,hu,Google
id,hy,Google
id,ig,Google
id,ilo,Google
id,is,Google
id,it,Google
id,ja,Google
id,jv,Google
id,ka,Google
id,kk,Google
id,km,Google
id,kn,Google
id,ko,Google
id,ku,Google
id,ky,Google
id,la,Google
id,lb,Google
id,lg,Google
id,ln,Google
id,lo,Google
id,lt,Google
id,lv,Google
id,mai,Google
id,mg,Google
id,mi,Google
id,mk,Google
id,ml,Google
id,mn,Google
id,mni,Google
id,mr,Google
id,ms,Google
id,mt,Google
id,my,Google
id,ne,Google
id,nl,Google
id,no,Google
id,nso,Google
id,ny,Google
id,om,Google
id,or,Google
id,pa,Google
id,pl,Google
id,ps,Google
id,pt,Google
id,qu,Google
id,ro,Google
id,ru,Google
id,rw,Google
id,sa,Google
id,sd,Google
id,sh,Google
id,si,Google
id,simple,Google
id,sk,Google
id,sl,Google
id,sm,Google
id,sn,Google
id,so,Google
id,sq,Google
id,sr,Google
id,st,Google
id,su,Google
id,sv,Google
id,sw,Google
id,ta,Google
id,te,Google
id,tg,Google
id,th,Google
id,ti,Google
id,tk,Google
id,tl,Google
id,tr,Google
id,ts,Google
id,tt,Google
id,tw,Google
id,ug,Google
id,uk,Google
id,ur,Google
id,uz,Google
id,vi,Google
id,wuu,Google
id,xh,Google
id,yi,Google
id,yo,Google
id,yue,Google
id,zh,Google
id,zu,Google
ig,af,Google
ig,am,Google
ig,ar,Google
ig,arz,Google
ig,as,Google
ig,ay,Google
ig,az,Google
ig,be,Google
ig,be-tarask,Google
ig,bg,Google
ig,bho,Google
ig,bm,Google
ig,bn,Google
ig,bs,Google
ig,ca,Google
ig,ceb,Google
ig,ckb,Google
ig,co,Google
ig,cs,Google
ig,cy,Google
ig,da,Google
ig,de,Google
ig,dv,Google
ig,ee,Google
ig,el,Google
ig,en,Google
ig,eo,Google
ig,es,Google
ig,et,Google
ig,eu,Google
ig,fa,Google
ig,fi,Google
ig,fr,Google
ig,fy,Google
ig,ga,Google
ig,gan,Google
ig,gd,Google
ig,gl,Google
ig,gn,Google
ig,gom,Google
ig,gu,Google
ig,ha,Google
ig,haw,Google
ig,he,Google
ig,hi,Google
ig,hr,Google
ig,ht,Google
ig,hu,Google
ig,hy,Google
ig,id,Google
ig,ilo,Google
ig,is,Google
ig,it,Google
ig,ja,Google
ig,jv,Google
ig,ka,Google
ig,kk,Google
ig,km,Google
ig,kn,Google
ig,ko,Google
ig,ku,Google
ig,ky,Google
ig,la,Google
ig,lb,Google
ig,lg,Google
ig,ln,Google
ig,lo,Google
ig,lt,Google
ig,lv,Google
ig,mai,Google
ig,mg,Google
ig,mi,Google
ig,mk,Google
ig,ml,Google
ig,mn,Google
ig,mni,Google
ig,mr,Google
ig,ms,Google
ig,mt,Google
ig,my,Google
ig,ne,Google
ig,nl,Google
ig,no,Google
ig,nso,Google
ig,ny,Google
ig,om,Google
ig,or,Google
ig,pa,Google
ig,pl,Google
ig,ps,Google
ig,pt,Google
ig,qu,Google
ig,ro,Google
ig,ru,Google
ig,rw,Google
ig,sa,Google
ig,sd,Google
ig,sh,Google
ig,si,Google
ig,simple,Google
ig,sk,Google
ig,sl,Google
ig,sm,Google
ig,sn,Google
ig,so,Google
ig,sq,Google
ig,sr,Google
ig,st,Google
ig,su,Google
ig,sv,Google
ig,sw,Google
ig,ta,Google
ig,te,Google
ig,tg,Google
ig,th,Google
ig,ti,Google
ig,tk,Google
ig,tl,Google
ig,tr,Google
ig,ts,Google
ig,tt,Google
ig,tw,Google
ig,ug,Google
ig,uk,Google
ig,ur,Google
ig,uz,Google
ig,vi,Google
ig,wuu,Google
ig,xh,Google
ig,yi,Google
ig,yo,Google
ig,yue,Google
ig,zh,Google
ig,zu,Google
ilo,af,Google
ilo,am,Google
ilo,ar,Google
ilo,arz,Google
ilo,as,Google
ilo,ay,Google
ilo,az,Google
ilo,be,Google
ilo,be-tarask,Google
ilo,bg,Google
ilo,bho,Google
ilo,bm,Google
ilo,bn,Google
ilo,bs,Google
ilo,ca,Google
ilo,ceb,Google
ilo,ckb,Google
ilo,co,Google
ilo,cs,Google
ilo,cy,Google
ilo,da,Google
ilo,de,Google
ilo,dv,Google
ilo,ee,Google
ilo,el,Google
ilo,en,Google
ilo,eo,Google
ilo,es,Google
ilo,et,Google
ilo,eu,Google
ilo,fa,Google
ilo,fi,Google
ilo,fr,Google
ilo,fy,Google
ilo,ga,Google
ilo,gan,Google
ilo,gd,Google
ilo,gl,Google
ilo,gn,Google
ilo,gom,Google
ilo,gu,Google
ilo,ha,Google
ilo,haw,Google
ilo,he,Google
ilo,hi,Google
ilo,hr,Google
ilo,ht,Google
ilo,hu,Google
ilo,hy,Google
ilo,id,Google
ilo,ig,Google
ilo,is,Google
